Id,Prenom,Nom,Note
3064,Lucas,Philippe,19.66
3065,Naël,Dupont,6.46
3066,Mathis,Colin,2.07
3067,Louis,Lemoine,10.73
3068,Martin,Dupont,1.77
3069,Tom,Arnaud,2.92
3070,Arthur,Simon,12.62
3071,Zoé,Morel,4.43
3072,Nour,Brunet,4.76
3073,Romy,Rousseau,16.99
3074,Victor,Meunier,9.94
3075,Axel,Morel,4.12
3076,Victoria,Noel,13.14
3077,Raphaël,Dupont,9.47
3078,Eden,Dubois,3.64
3079,Chloé,Marchand,17.8
3080,Inès,Aubert,11.12
3081,Théo,Bonnet,0.67
3082,Malo,Meyer,12.27
3083,Arthur,Lucas,5.63
3084,Louise,Gaillard,17.14
3085,Tom,Renaud,9.89
3086,Olivia,Laurent,7.23
3087,Naël,Joly,5.36
3088,Arthur,Masson,0.03
3089,Axel,Rolland,12.2
3090,Ibrahim,Marie,7.18
3091,Isaac,Barbier,18.76
3092,Eden,Petit,17.93
3093,Sacha,Bertrand,19.85
3094,Lyam,Laurent,1.19
3095,Jade,Fabre,13.58
3096,Louna,Guerin,8.67
3097,Romy,Garnier,8.63
3098,Léon,Renaud,13.21
3099,Lyana,Joly,8.2
3100,Enzo,Marie,16.59
3101,Milo,Robert,19.92
3102,Charlotte,Gerard,5.57
3103,Lya,Giraud,5.91
3104,Noé,Brunet,9.92
3105,Sacha,Olivier,0.98
3106,Léna,Roux,12.38
3107,Ethan,Vidal,2.94
3108,Lyana,Barbier,17.44
3109,Lou,Leroy,11.54
3110,Nino,Michel,0.86
3111,Lyana,Leclerc,1.39
3112,Romy,Boyer,10.43
3113,Léa,Girard,3.4
3114,Marius,Robert,0.57
3115,Anna,Rey,15.78
3116,Marceau,Lucas,2.58
3117,Elena,Lemoine,3.3
3118,Chloé,Lecomte,5.61
3119,Mia,Renard,11.02
3120,Nino,Lemaire,2.9
3121,Mia,Rolland,9.53
3122,Elena,Durand,7.24
3123,Enzo,Mercier,5.38
3124,Emy,Dumas,8.06
3125,Louna,Laurent,10.49
3126,Charlotte,Chevalier,13.53
3127,Théo,Lacroix,15.42
3128,Nino,Roussel,18.39
3129,Giulia,Gauthier,9.41
3130,Hugo,Garnier,1.41
3131,Romane,Brun,1.96
3132,Iris,Renaud,9.13
3133,Romy,Giraud,12.46
3134,Nour,Picard,19.71
3135,Elio,Roche,18.42
3136,Robin,Blanc,15.77
3137,Ibrahim,Durand,8.54
3138,Alice,Lacroix,3.3
3139,Tom,Dubois,18.14
3140,Emy,Lemaire,7.18
3141,Giulia,Rolland,16.1
3142,Lou,Aubert,12.83
3143,Inès,Chevalier,7.97
3144,Liam,Fournier,6.12
3145,Iris,Schmitt,14.94
3146,Lina,Legrand,16.02
3147,Lucas,Roux,6.48
3148,Eliott,Lucas,5.68
3149,Luna,Martinez,16.9
3150,Lina,Nicolas,13.23
3151,Lyam,Boyer,16.99
3152,Gabin,Masson,13.98
3153,Ibrahim,Caron,15.9
3154,Ibrahim,Henry,16.45
3155,Iris,Renaud,18.94
3156,Rayan,Francois,0.13
3157,Victoria,Martin,7.58
3158,Paul,Noel,5.51
3159,Arthur,David,6.99
3160,Luna,Riviere,17.53
3161,Mohamed,Lacroix,19.14
3162,Noah,Fontaine,11.74
3163,Jade,Roche,10.36
3164,Sacha,Roy,9.93
3165,Lola,Joly,6.82
3166,Ethan,Garnier,15.41
3167,Mohamed,David,6.61
3168,Louna,Lemoine,0.42
3169,Victoire,Simon,3.91
3170,Tiago,David,7.13
3171,Eliott,Petit,12.05
3172,Jules,Meyer,12.73
3173,Mohamed,Faure,10.28
3174,Agathe,Muller,13.51
3175,Victor,Gautier,8.18
3176,Hugo,Roger,15.96
3177,Nino,Muller,9.38
3178,Lya,Lambert,0.76
3179,Enzo,Leroy,18.61
3180,Sofia,Lemoine,19.13
3181,Iris,Dubois,17.34
3182,Sacha,Martin,12.83
3183,Milo,Girard,1.44
3184,Rayan,Simon,0.55
3185,Lucas,Laurent,16.49
3186,Tom,Bertrand,7.88
3187,Lucie,Moreau,5.16
3188,Enzo,Lambert,7.76
3189,Léo,Masson,0.25
3190,Eden,Aubert,13.48
3191,Théo,Bonnet,9.42
3192,Tom,Chevalier,5.37
3193,Mia,Brunet,16.11
3194,Inaya,Colin,6.6
3195,Gabin,Olivier,5.19
3196,Arthur,Roche,15.62
3197,Noah,Brunet,12.77
3198,Inaya,Dumont,3.95
3199,Enzo,Rolland,3.01
3200,Lou,Garnier,18.17
3201,Louna,Aubert,18.5
3202,Victoire,Martinez,2.54
3203,Lyam,Riviere,4.83
3204,Victoria,Giraud,3.16
3205,Hugo,Blanc,1.96
3206,Elena,Fontaine,7.64
3207,Louis,Mercier,5.54
3208,Léonie,Clement,4.96
3209,Augustin,Barbier,9.95
3210,Juliette,Francois,19.62
3211,Alix,Picard,15.83
3212,Mia,Meyer,15.04
3213,Louna,Michel,12.56
3214,Ambre,Aubert,9.47
3215,Giulia,Simon,3.97
3216,Milo,Gerard,15.62
3217,Anna,Riviere,13.55
3218,Lola,Payet,15.82
3219,Louis,Vidal,15.21
3220,Marceau,Caron,7.22
3221,Augustin,Dufour,5.89
3222,Romy,Brun,3.13
3223,Théo,Rey,11.09
3224,Julia,Bonnet,16.65
3225,Charlotte,Bertrand,16.98
3226,Naël,Schmitt,11.72
3227,Augustin,Nicolas,8.18
3228,Eliott,Thomas,6.66
3229,Giulia,Faure,15.17
3230,Alice,Petit,17.64
3231,Gabriel,Lucas,2.63
3232,Ayden,Lefevre,14.14
3233,Charlie,Dufour,0.05
3234,Elio,Roussel,16.17
3235,Martin,Renaud,4.21
3236,Alba,Lacroix,18.23
3237,Amir,Lambert,10.19
3238,Gaspard,Gauthier,0.3
3239,Amir,Leclercq,10.94
3240,Théo,Martinez,10.6
3241,Imran,Vincent,10.55
3242,Mya,Roussel,5.18
3243,Nathan,Lefebvre,6.43
3244,Mohamed,Morin,13.86
3245,Mohamed,Picard,16.58
3246,Olivia,Vincent,6.77
3247,Jade,Mathieu,16.13
3248,Timéo,Barbier,17.35
3249,Emy,Gauthier,15.76
3250,Alice,Lefebvre,13.06
3251,Lyam,Faure,12.54
3252,Iris,Rousseau,18.34
3253,Lina,Renard,1.76
3254,Nino,Gerard,19.95
3255,Ambre,Marie,11.33
3256,Lyam,Garcia,12.73
3257,Nour,Rousseau,14.96
3258,Imran,Lemaire,1.03
3259,Charlotte,Fabre,11.27
3260,Amir,Mathieu,14.28
3261,Jules,Lambert,3.71
3262,Valentin,Muller,5.46
3263,Elio,Mercier,1.3
3264,Romy,Mercier,4.91
3265,Imran,Fabre,19.66
3266,Mila,Vincent,11.4
3267,Gabin,Arnaud,18.06
3268,Elio,Renard,11.63
3269,Léna,Marie,8.46
3270,Victor,Masson,8.92
3271,Gaspard,Fournier,6.49
3272,Lyana,Lemaire,1.58
3273,Gabin,Meyer,16.53
3274,Ibrahim,Michel,10.54
3275,Noah,Garcia,8.35
3276,Léonie,Dumont,3.91
3277,Alice,Duval,8.65
3278,Inès,Michel,15.55
3279,Noah,Vincent,7.41
3280,Rose,Lefebvre,13.61
3281,Nino,Fournier,7.45
3282,Emy,Olivier,11.61
3283,Lya,Robert,19.78
3284,Mya,Gerard,6.31
3285,Lya,Leroy,3.75
3286,Adam,Guillaume,14.03
3287,Arthur,Clement,9.66
3288,Axel,Meunier,11.99
3289,Léon,Joly,18.19
3290,Mathis,Dufour,4.49
3291,Alice,Vidal,6.89
3292,Jeanne,Gaillard,18.83
3293,Mathis,Morin,6.66
3294,Victor,Fournier,5.1
3295,Nina,Thomas,4.97
3296,Lucas,Marie,12.65
3297,Romy,Morel,0.66
3298,Emma,Guillaume,5.51
3299,Emy,Lacroix,9.16
3300,Lola,Roy,7.96
3301,Ava,Faure,12.41
3302,Victoire,Martin,11.26
3303,Romy,Meunier,1.79
3304,Alice,Martin,13.61
3305,Ava,Dumont,16.98
3306,Julia,Dumas,13.18
3307,Alba,Girard,3.41
3308,Lyam,Girard,2.47
3309,Gaspard,Boyer,14.12
3310,Charlie,Marchand,2.61
3311,Lya,Colin,17.4
3312,Emy,Girard,1.91
3313,Léo,Richard,17.4
3314,Charlotte,Gautier,10.35
3315,Imran,Rolland,14.19
3316,Nathan,Lefevre,18.27
3317,Romy,Vincent,8.87
3318,Charlotte,Girard,9.78
3319,Lina,Michel,19.43
3320,Ibrahim,Roussel,17.64
3321,Léa,Lucas,8.35
3322,Ava,Henry,18.21
3323,Anna,Thomas,11.58
3324,Mia,Fabre,12.11
3325,Eden,Richard,0.31
3326,Léna,Rolland,3.24
3327,Ayden,Lemoine,2.1
3328,Rayan,Philippe,8.58
3329,Lou,Caron,15.43
3330,Mia,Michel,3.25
3331,Lina,Dumas,12.59
3332,Naël,Marie,16.32
3333,Juliette,Fournier,17.85
3334,Ambre,Morel,11.02
3335,Sofia,Garcia,12.86
3336,Victoria,Bourgeois,19.88
3337,Hugo,Bertrand,1.56
3338,Imran,Mathieu,7.18
3339,Alma,Richard,6.08
3340,Aaron,Schmitt,16.57
3341,Nina,Payet,16.19
3342,Malo,Payet,1.12
3343,Tiago,Duval,5.09
3344,Naël,Payet,9.86
3345,Emy,Durand,10.58
3346,Enzo,Blanc,5.42
3347,Lucie,Meunier,14.87
3348,Tiago,Henry,17.04
3349,Hugo,Roussel,19.75
3350,Augustin,Brunet,12.3
3351,Elena,Meunier,6.73
3352,Charlie,Renard,15.01
3353,Adam,Lambert,18.95
3354,Anna,Henry,18.3
3355,Eva,Benoit,16.05
3356,Emma,Dumont,7.41
3357,Alix,Rey,0.16
3358,Victoire,Pierre,18.15
3359,Agathe,Fournier,7.41
3360,Lina,Gautier,16.37
3361,Noah,Rey,9.1
3362,Maël,Legrand,7.73
3363,Agathe,Clement,17.89
3364,Victor,Gaillard,6.8
3365,Chloé,Barbier,6.95
3366,Agathe,Denis,0.3
3367,Gabin,Fournier,8.7
3368,Mathis,Boyer,12.26
3369,Mathis,Laurent,13.74
3370,Julia,Simon,2.96
3371,Mia,Guillaume,5.72
3372,Lucie,Roux,14.62
3373,Lola,Riviere,4.13
3374,Mohamed,Riviere,6.22
3375,Lucie,Leroy,6.5
3376,Paul,Petit,13.71
3377,Léon,Thomas,8.01
3378,Noé,Garnier,4.81
3379,Lyana,Dupont,10.29
3380,Raphaël,Aubert,7.29
3381,Marceau,Morin,3.99
3382,Imran,Noel,14.95
3383,Noah,Morel,19.23
3384,Imran,Faure,15.71
3385,Lina,Meyer,12.34
3386,Mia,Gauthier,3.14
3387,Ayden,Robin,5.49
3388,Tiago,Caron,14.87
3389,Charlie,Roux,3.91
3390,Alma,Meyer,20.0
3391,Adam,Mathieu,18.72
3392,Adam,Lambert,1.23
3393,Emy,Durand,4.98
3394,Gabriel,Morin,13.69
3395,Eva,Roche,15.07
3396,Ambre,Meyer,5.96
3397,Romane,Morel,11.86
3398,Théo,Bonnet,15.92
3399,Mila,Lemoine,10.96
3400,Julia,Garcia,14.89
3401,Emy,Lemaire,3.01
3402,Eden,Henry,12.19
3403,Gabriel,Roussel,3.74
3404,Eliott,Francois,0.26
3405,Jade,Noel,8.64
3406,Inaya,Dumas,10.77
3407,Eden,Thomas,4.26
3408,Adam,Dumas,14.97
3409,Inaya,Laurent,9.16
3410,Victor,Andre,2.36
3411,Chloé,Robin,17.34
3412,Ayden,Rousseau,15.57
3413,Augustin,Renaud,6.22
3414,Robin,Schmitt,8.37
3415,Enzo,Leclercq,19.3
3416,Alba,Picard,12.57
3417,Anna,Roux,8.05
3418,Lucie,Bernard,18.95
3419,Adam,Barbier,17.53
3420,Léa,Morel,12.56
3421,Léonie,Legrand,11.98
3422,Emy,Leroy,13.54
3423,Isaac,Garcia,14.0
3424,Ethan,Roche,1.44
3425,Eva,Lemoine,8.38
3426,Nina,Rolland,12.89
3427,Isaac,Bernard,0.74
3428,Ambre,Chevalier,4.76
3429,Gabin,Guerin,0.07
3430,Romane,Barbier,17.28
3431,Léna,Rousseau,18.71
3432,Aaron,Philippe,1.79
3433,Noé,Riviere,10.07
3434,Lucas,Richard,4.92
3435,Raphaël,Rolland,12.25
3436,Marius,Roger,7.1
3437,Gabin,Renaud,19.27
3438,Sofia,Petit,11.64
3439,Victoria,Caron,4.48
3440,Léna,Rolland,4.47
3441,Emy,Roussel,5.52
3442,Emy,Leroux,10.29
3443,Inaya,Fournier,3.32
3444,Victoria,Marie,15.28
3445,Mohamed,Leroy,8.12
3446,Charlotte,Dufour,18.91
3447,Lucas,Mercier,3.75
3448,Inaya,Lemaire,14.39
3449,Gaspard,Dumas,1.01
3450,Mathis,Philippe,5.47
3451,Liam,Philippe,8.39
3452,Naël,Blanchard,0.45
3453,Lyana,Rousseau,6.08
3454,Théo,Laurent,19.23
3455,Margaux,Bourgeois,17.57
3456,Lucas,Lambert,17.63
3457,Alice,Robin,1.57
3458,Timéo,Bernard,15.52
3459,Romane,Picard,3.06
3460,Léo,Benoit,13.41
3461,Martin,Philippe,15.2
3462,Adam,Fontaine,0.91
3463,Jules,Faure,1.2
3464,Elena,Bernard,7.32
3465,Inaya,Caron,6.71
3466,Léna,Blanc,4.31
3467,Louis,Dufour,5.89
3468,Ava,Roche,10.86
3469,Lyam,Martinez,5.82
3470,Enzo,Gauthier,1.59
3471,Lina,Gauthier,15.13
3472,Jules,Roche,12.0
3473,Mya,Barbier,4.3
3474,Inès,Fontaine,7.97
3475,Inès,Colin,16.64
3476,Eva,Robin,0.38
3477,Victor,Faure,5.52
3478,Paul,Bourgeois,10.73
3479,Gaspard,Riviere,5.47
3480,Valentin,Fontaine,11.6
3481,Ibrahim,Brunet,1.55
3482,Lou,Fontaine,4.65
3483,Mya,Chevalier,10.56
3484,Théo,Bertrand,6.37
3485,Adam,Robin,8.44
3486,Hugo,Marie,3.47
3487,Noé,Renaud,18.48
3488,Eden,Lemaire,13.09
3489,Lola,Lecomte,7.62
3490,Martin,Bertrand,15.83
3491,Isaac,Bernard,7.76
3492,Léo,Fontaine,11.4
3493,Emma,Olivier,12.34
3494,Louise,Rousseau,13.25
3495,Adam,Dumont,14.6
3496,Romane,Robert,10.99
3497,Adam,Perrin,13.06
3498,Adam,Robin,4.52
3499,Lyam,Riviere,13.72
3500,Lou,Benoit,16.49
3501,Hugo,Thomas,16.15
3502,Nathan,Duval,13.95
3503,Nina,Bourgeois,4.84
3504,Aaron,Leclercq,19.6
3505,Léonie,Leroy,0.55
3506,Marius,Renard,16.45
3507,Eva,Fabre,10.65
3508,Margaux,Roger,15.62
3509,Nour,Guillaume,3.55
3510,Hugo,Schmitt,7.69
3511,Mila,Leclerc,16.58
3512,Victoria,Roy,16.16
3513,Agathe,Dupont,12.2
3514,Lucas,Philippe,18.93
3515,Naël,Roche,11.96
3516,Mila,Marchand,6.44
3517,Margaux,Lefebvre,4.57
3518,Romane,Morin,19.43
3519,Augustin,Girard,11.11
3520,Charlotte,Denis,12.36
3521,Louise,Chevalier,2.44
3522,Marceau,Guerin,9.98
3523,Léa,Renard,14.18
3524,Gabriel,Philippe,5.47
3525,Raphaël,Brunet,4.27
3526,Lou,Vincent,4.1
3527,Nour,Morin,3.39
3528,Elio,Picard,19.23
3529,Eva,Gauthier,0.09
3530,Victoria,Mercier,8.57
3531,Charlie,Joly,6.28
3532,Luna,Lefebvre,14.56
3533,Giulia,Richard,19.43
3534,Timéo,Moreau,18.16
3535,Raphaël,Garnier,4.1
3536,Noah,Marchand,4.88
3537,Rayan,Richard,4.23
3538,Mia,Vidal,17.95
3539,Martin,Olivier,17.56
3540,Eliott,Blanchard,6.18
3541,Arthur,Fontaine,4.24
3542,Giulia,Legrand,6.6
3543,Luna,Lemoine,17.83
3544,Anna,Michel,9.22
3545,Nathan,Francois,4.62
3546,Imran,Marie,10.44
3547,Enzo,Chevalier,4.39
3548,Gabin,Dufour,13.35
3549,Ayden,Clement,11.67
3550,Inès,Blanc,1.78
3551,Eliott,Blanchard,2.1
3552,Léonie,Lacroix,12.27
3553,Alice,Meunier,9.15
3554,Victoria,Roussel,7.38
3555,Liam,Rousseau,17.45
3556,Nino,Boyer,18.09
3557,Eden,David,3.55
3558,Nino,Roche,5.83
3559,Rayan,Lecomte,4.41
3560,Romane,Blanchard,7.82
3561,Mathis,Dubois,3.55
3562,Lyana,Lambert,12.06
3563,Léna,Joly,0.96
3564,Lucas,Noel,19.66
3565,Emma,Arnaud,18.1
3566,Eliott,Denis,8.44
3567,Amir,Bonnet,15.64
3568,Léa,Mercier,6.02
3569,Alma,Benoit,4.73
3570,Ava,Fontaine,7.59
3571,Nour,Gaillard,16.22
3572,Robin,Leclerc,19.76
3573,Juliette,Brun,5.15
3574,Alix,Fabre,6.92
3575,Alice,Barbier,15.33
3576,Charlie,Robin,3.27
3577,Anna,Bertrand,4.85
3578,Mathis,Lacroix,8.89
3579,Sacha,Francois,18.1
3580,Luna,Rolland,5.67
3581,Eliott,Robin,8.01
3582,Marius,Gauthier,17.59
3583,Louise,Roger,15.49
3584,Rayan,Leroy,0.63
3585,Lou,Perrin,18.66
3586,Lya,Martin,17.63
3587,Augustin,Brun,4.4
3588,Marius,Leroux,9.1
3589,Amir,Marie,17.96
3590,Romane,Brunet,13.26
3591,Axel,Aubert,18.19
3592,Margaux,Fabre,14.46
3593,Olivia,Simon,9.27
3594,Alma,Morin,8.9
3595,Juliette,Payet,12.95
3596,Malo,Andre,3.54
3597,Tom,Leclercq,2.93
3598,Elio,Picard,3.12
3599,Emy,Bonnet,13.18
3600,Eden,Leclerc,13.37
3601,Zoé,Gauthier,5.89
3602,Tom,Brun,5.48
3603,Agathe,Joly,6.29
3604,Eden,Roger,2.46
3605,Agathe,Durand,8.37
3606,Augustin,Rolland,1.98
3607,Eva,Payet,19.43
3608,Timéo,Lemaire,11.84
3609,Léon,Clement,16.56
3610,Paul,Vidal,7.11
3611,Juliette,Roger,10.7
3612,Hugo,Petit,5.41
3613,Nina,Moreau,10.26
3614,Tiago,Noel,14.72
3615,Isaac,Laurent,4.25
3616,Maël,Arnaud,16.74
3617,Chloé,Duval,3.87
3618,Luna,Lemoine,2.58
3619,Lya,Fontaine,6.54
3620,Alma,Gerard,18.35
3621,Lyana,Dupont,18.62
3622,Sofia,Petit,4.16
3623,Léa,Garcia,12.97
3624,Mya,Pierre,13.22
3625,Nour,Lecomte,5.42
3626,Milo,Girard,12.01
3627,Mya,Roux,13.67
3628,Iris,Faure,14.48
3629,Timéo,Lemaire,5.37
3630,Anna,Guerin,12.05
3631,Nina,Gauthier,13.39
3632,Emma,Michel,3.58
3633,Enzo,Meunier,4.04
3634,Liam,Picard,19.47
3635,Malo,Vincent,10.49
3636,Noé,Roux,7.89
3637,Léon,Bertrand,13.81
3638,Zoé,Nicolas,9.82
3639,Gabin,Meunier,19.23
3640,Anna,Gerard,18.7
3641,Robin,Renard,3.01
3642,Iris,Moreau,19.74
3643,Elena,Leclerc,11.14
3644,Adèle,Duval,3.81
3645,Ava,Blanc,6.96
3646,Alma,Rousseau,17.53
3647,Romane,Dubois,6.99
3648,Jade,Legrand,14.56
3649,Augustin,Lucas,8.73
3650,Nathan,Lefevre,10.92
3651,Juliette,Legrand,7.33
3652,Eliott,Vidal,3.84
3653,Enzo,Brun,12.81
3654,Tiago,Rolland,2.29
3655,Lina,Mercier,3.76
3656,Ayden,Marchand,6.1
3657,Adam,Lambert,13.13
3658,Lou,Picard,11.14
3659,Louis,Meyer,6.92
3660,Iris,Francois,1.61
3661,Alba,Martin,2.34
3662,Anna,Lacroix,7.64
3663,Eva,Pierre,3.21
3664,Jules,Fabre,19.12
3665,Tom,Duval,5.69
3666,Nino,Lemoine,11.68
3667,Zoé,Roche,1.56
3668,Tom,Colin,7.78
3669,Mohamed,Robert,2.98
3670,Elena,Arnaud,10.24
3671,Nathan,Olivier,7.59
3672,Arthur,Rolland,19.18
3673,Alma,Arnaud,12.07
3674,Enzo,Brun,0.42
3675,Enzo,Denis,3.56
3676,Victor,Renard,16.6
3677,Léo,Martin,10.14
3678,Léon,Fontaine,14.01
3679,Léonie,Aubert,19.17
3680,Enzo,Leroux,1.36
3681,Chloé,Simon,11.22
3682,Jeanne,Guillaume,12.53
3683,Zoé,Benoit,3.73
3684,Nina,Riviere,13.34
3685,Elena,Renard,8.03
3686,Augustin,Colin,1.18
3687,Timéo,Morin,17.39
3688,Adèle,Bertrand,16.5
3689,Louis,Colin,17.94
3690,Liam,Fournier,10.79
3691,Rose,Blanc,13.06
3692,Jeanne,Lucas,9.83
3693,Lucas,Martin,14.56
3694,Marceau,Francois,19.8
3695,Léon,Philippe,4.44
3696,Alba,Caron,1.64
3697,Inaya,Garcia,0.73
3698,Chloé,Renaud,11.0
3699,Robin,Pierre,13.28
3700,Ibrahim,Richard,12.4
3701,Emma,Renaud,19.08
3702,Lola,Noel,10.78
3703,Milo,Bernard,17.18
3704,Nino,Legrand,10.11
3705,Olivia,Picard,9.73
3706,Tiago,Thomas,0.47
3707,Lola,Marchand,0.37
3708,Léa,Picard,0.11
3709,Adam,Lemaire,3.64
3710,Agathe,Lefevre,3.57
3711,Olivia,Denis,14.1
3712,Léo,Guillaume,19.75
3713,Gabin,Denis,10.16
3714,Tiago,Rey,11.73
3715,Hugo,Gauthier,1.97
3716,Aaron,Vincent,1.29
3717,Emma,Picard,1.44
3718,Malo,Barbier,12.75
3719,Iris,Robert,2.07
3720,Eden,Lemaire,4.75
3721,Arthur,Fournier,17.16
3722,Giulia,Dupont,8.51
3723,Mohamed,Nicolas,10.49
3724,Timéo,Gaillard,14.77
3725,Nina,Pierre,14.66
3726,Jules,Gerard,3.23
3727,Léa,Bertrand,2.84
3728,Nour,Girard,6.94
3729,Zoé,Meunier,1.0
3730,Romy,Leclercq,6.7
3731,Hugo,Lefevre,3.92
3732,Sofia,Riviere,3.17
3733,Emy,Thomas,0.06
3734,Romane,Gauthier,16.36
3735,Rose,Dupont,9.6
3736,Noah,Clement,3.11
3737,Rayan,Meyer,1.31
3738,Rose,Nicolas,0.01
3739,Léo,Lacroix,13.37
3740,Julia,Garcia,12.7
3741,Marceau,Bertrand,11.71
3742,Mohamed,Renard,17.11
3743,Sacha,Lemaire,7.88
3744,Ibrahim,Riviere,15.84
3745,Romy,David,15.91
3746,Louna,Guillaume,19.93
3747,Nino,Chevalier,10.38
3748,Martin,Garnier,11.9
3749,Jade,Lucas,18.0
3750,Lola,Leroux,15.8
3751,Louna,Garcia,2.81
3752,Mya,Guerin,8.48
3753,Tom,Guerin,5.68
3754,Iris,Caron,3.94
3755,Marius,Richard,6.11
3756,Marius,Gaillard,3.92
3757,Romy,Nicolas,18.93
3758,Léna,Marie,8.61
3759,Gaspard,Vidal,1.84
3760,Enzo,Blanc,11.39
3761,Imran,Henry,10.74
3762,Léna,Durand,6.11
3763,Julia,Faure,10.05
3764,Alice,Riviere,4.4
3765,Iris,Picard,4.68
3766,Anna,Morel,3.85
3767,Mohamed,Fournier,3.19
3768,Hugo,Gerard,16.73
3769,Adèle,Leclerc,18.17
3770,Ayden,Bernard,14.14
3771,Jade,Lefevre,19.75
3772,Lyana,Henry,15.38
3773,Robin,Laurent,13.65
3774,Elena,Lecomte,7.92
3775,Romane,Lucas,18.47
3776,Léa,Guerin,7.53
3777,Inaya,Robert,5.83
3778,Alma,Guerin,1.14
3779,Iris,Meyer,1.79
3780,Gabriel,Gaillard,6.12
3781,Arthur,Gautier,15.37
3782,Imran,Barbier,6.8
3783,Timéo,Richard,10.7
3784,Romane,Roussel,15.86
3785,Charlotte,Dumont,9.08
3786,Lyam,Aubert,10.93
3787,Adam,Barbier,8.15
3788,Axel,Gerard,1.14
3789,Mia,Richard,12.45
3790,Léa,Thomas,12.76
3791,Mohamed,Brun,5.45
3792,Léon,Fontaine,9.77
3793,Ethan,Marchand,11.46
3794,Noé,Vidal,10.37
3795,Mohamed,Blanc,5.11
3796,Elena,Dupont,6.51
3797,Mathis,Gautier,8.24
3798,Louis,Arnaud,3.89
3799,Marius,Dubois,16.99
3800,Léonie,Guerin,1.6
3801,Robin,Dupont,16.82
3802,Mya,Bernard,8.32
3803,Charlie,Roger,0.11
3804,Aaron,Richard,3.55
3805,Iris,Gautier,9.7
3806,Léo,Leclercq,14.12
3807,Maël,Mathieu,7.04
3808,Victor,Denis,16.91
3809,Lola,Boyer,9.75
3810,Sacha,Dubois,17.76
3811,Mya,Roussel,9.21
3812,Eliott,Nicolas,7.11
3813,Mia,Perrin,18.45
3814,Noah,Chevalier,7.84
3815,Eden,Simon,8.45
3816,Romy,Denis,5.54
3817,Martin,Olivier,0.14
3818,Lyana,Petit,5.45
3819,Eliott,Andre,8.85
3820,Raphaël,Roussel,3.97
3821,Eva,Caron,6.58
3822,Alma,Richard,11.09
3823,Agathe,Moreau,10.61
3824,Anna,Rey,0.86
3825,Isaac,David,4.88
3826,Martin,Lemoine,19.98
3827,Robin,Rey,5.53
3828,Gabriel,Muller,2.38
3829,Lucas,Pierre,16.77
3830,Chloé,Marie,5.17
3831,Elio,Michel,17.59
3832,Rose,Masson,3.61
3833,Raphaël,Dumas,1.19
3834,Romane,Robert,13.07
3835,Valentin,Roche,1.29
3836,Ava,Noel,1.32
3837,Alix,Arnaud,4.91
3838,Louis,Martinez,3.64
3839,Charlotte,Lucas,9.24
3840,Isaac,Blanc,4.15
3841,Lola,Roche,6.76
3842,Maël,Robert,19.13
3843,Timéo,Colin,14.91
3844,Louis,Morin,3.25
3845,Lina,Roussel,18.28
3846,Agathe,Bertrand,7.51
3847,Raphaël,Thomas,18.13
3848,Ethan,Barbier,10.72
3849,Nino,Rolland,17.55
3850,Léa,Meyer,4.44
3851,Sacha,Colin,12.54
3852,Luna,Girard,14.83
3853,Nathan,Leclercq,15.76
3854,Julia,Dufour,9.08
3855,Ava,Riviere,17.5
3856,Mia,Leroux,3.45
3857,Giulia,Lemaire,1.6
3858,Martin,Faure,9.51
3859,Nino,Masson,9.37
3860,Imran,Colin,13.97
3861,Hugo,Legrand,18.64
3862,Alma,Dufour,9.17
3863,Inès,Robert,17.86
3864,Milo,Mathieu,15.74
3865,Martin,Moreau,7.61
3866,Adam,Bertrand,4.77
3867,Lucas,Guerin,3.62
3868,Mia,Colin,1.79
3869,Liam,Mercier,11.4
3870,Axel,Dufour,12.49
3871,Lya,Arnaud,8.22
3872,Chloé,Renaud,17.42
3873,Liam,Dumont,17.89
3874,Louna,Chevalier,17.18
3875,Emma,Blanchard,11.07
3876,Mohamed,Morel,8.33
3877,Inès,Roux,6.09
3878,Enzo,Garcia,3.18
3879,Enzo,Gautier,9.61
3880,Romane,Fournier,9.67
3881,Gaspard,Henry,15.23
3882,Chloé,Richard,15.37
3883,Naël,Muller,8.15
3884,Anna,Roussel,1.85
3885,Malo,Faure,16.72
3886,Raphaël,Schmitt,0.24
3887,Eden,Rousseau,0.75
3888,Naël,Bernard,6.38
3889,Louise,Simon,0.12
3890,Louis,Michel,2.52
3891,Anna,Meunier,9.06
3892,Luna,Michel,14.88
3893,Ethan,Gerard,7.44
3894,Olivia,Robert,3.77
3895,Maël,Colin,8.1
3896,Milo,Joly,12.44
3897,Inaya,Masson,4.74
3898,Lyana,Robert,1.31
3899,Gabriel,Roussel,15.7
3900,Luna,Renaud,3.43
3901,Marceau,Denis,9.19
3902,Inaya,Rousseau,2.42
3903,Marceau,Meyer,7.99
3904,Luna,Muller,17.75
3905,Marius,Fabre,11.32
3906,Lina,Lacroix,1.33
3907,Adam,Joly,10.72
3908,Nino,Boyer,1.79
3909,Louise,Robert,6.39
3910,Léna,Dupont,8.45
3911,Louise,Olivier,1.03
3912,Julia,Noel,9.72
3913,Isaac,Garnier,15.42
3914,Adèle,Moreau,6.52
3915,Imran,Boyer,9.86
3916,Eva,Dumont,9.93
3917,Emma,Robert,13.43
3918,Lina,Riviere,1.21
